user_id,product_id,event_type,event_time,hour
6405.0,88100.0,purchase,2026-03-27 18:16:09.838372,2026-03-27 18:00:00
2314.0,69562.0,purchase,2026-03-27 18:16:09.838396,2026-03-27 18:00:00
9155.0,23671.0,cart,2026-03-27 18:16:09.838404,2026-03-27 18:00:00
7042.0,39316.0,view,2026-03-27 18:16:09.838410,2026-03-27 18:00:00
6586.0,79291.0,cart,2026-03-27 18:16:09.838416,2026-03-27 18:00:00
4503.0,90933.0,cart,2026-03-27 18:16:09.838422,2026-03-27 18:00:00
4027.0,80931.0,view,2026-03-27 18:16:09.838428,2026-03-27 18:00:00
4647.0,21758.0,view,2026-03-27 18:16:09.838435,2026-03-27 18:00:00
6688.0,73945.0,view,2026-03-27 18:16:09.838441,2026-03-27 18:00:00
3924.0,65079.0,purchase,2026-03-27 18:16:09.838448,2026-03-27 18:00:00
8540.0,70469.0,cart,2026-03-27 18:16:09.838454,2026-03-27 18:00:00
2577.0,34824.0,view,2026-03-27 18:16:09.838460,2026-03-27 18:00:00
7536.0,15224.0,cart,2026-03-27 18:16:09.838467,2026-03-27 18:00:00
7021.0,67546.0,wishlist,2026-03-27 18:16:09.838473,2026-03-27 18:00:00
2820.0,48192.0,purchase,2026-03-27 18:16:09.838479,2026-03-27 18:00:00
1645.0,74032.0,wishlist,2026-03-27 18:16:09.838485,2026-03-27 18:00:00
9924.0,78613.0,wishlist,2026-03-27 18:16:09.838492,2026-03-27 18:00:00
2838.0,96791.0,wishlist,2026-03-27 18:16:09.838499,2026-03-27 18:00:00
3700.0,61404.0,wishlist,2026-03-27 18:16:09.838505,2026-03-27 18:00:00
5894.0,94761.0,view,2026-03-27 18:16:09.838511,2026-03-27 18:00:00
3156.0,39834.0,cart,2026-03-27 18:16:09.838518,2026-03-27 18:00:00
9533.0,95536.0,view,2026-03-27 18:16:09.838524,2026-03-27 18:00:00
3300.0,88387.0,cart,2026-03-27 18:16:09.838571,2026-03-27 18:00:00
6495.0,95531.0,view,2026-03-27 18:16:09.838576,2026-03-27 18:00:00
6961.0,42458.0,wishlist,2026-03-27 18:16:09.838582,2026-03-27 18:00:00
7343.0,39783.0,wishlist,2026-03-27 18:16:09.838588,2026-03-27 18:00:00
7222.0,41239.0,wishlist,2026-03-27 18:16:09.838594,2026-03-27 18:00:00
1768.0,66853.0,wishlist,2026-03-27 18:16:09.838599,2026-03-27 18:00:00
1670.0,65443.0,view,2026-03-27 18:16:09.838604,2026-03-27 18:00:00
