user_id,product_id,event_type,event_time
6405.0,88100.0,purchase,2026-03-27T18:16:09.838372
2314.0,69562.0,purchase,2026-03-27T18:16:09.838396
9155.0,23671.0,cart,2026-03-27T18:16:09.838404
7042.0,39316.0,view,2026-03-27T18:16:09.838410
6586.0,79291.0,cart,2026-03-27T18:16:09.838416
4503.0,90933.0,cart,2026-03-27T18:16:09.838422
4027.0,80931.0,view,2026-03-27T18:16:09.838428
4647.0,21758.0,view,2026-03-27T18:16:09.838435
6688.0,73945.0,view,2026-03-27T18:16:09.838441
3924.0,65079.0,purchase,2026-03-27T18:16:09.838448
8540.0,70469.0,cart,2026-03-27T18:16:09.838454
2577.0,34824.0,view,2026-03-27T18:16:09.838460
7536.0,15224.0,cart,2026-03-27T18:16:09.838467
7021.0,67546.0,wishlist,2026-03-27T18:16:09.838473
2820.0,48192.0,purchase,2026-03-27T18:16:09.838479
1645.0,74032.0,wishlist,2026-03-27T18:16:09.838485
9924.0,78613.0,wishlist,2026-03-27T18:16:09.838492
2838.0,96791.0,wishlist,2026-03-27T18:16:09.838499
3700.0,61404.0,wishlist,2026-03-27T18:16:09.838505
5894.0,94761.0,view,2026-03-27T18:16:09.838511
3156.0,39834.0,cart,2026-03-27T18:16:09.838518
9533.0,95536.0,view,2026-03-27T18:16:09.838524
5824.0,,view,2026-03-27T18:16:09.838564
3300.0,88387.0,cart,2026-03-27T18:16:09.838571
6495.0,95531.0,view,2026-03-27T18:16:09.838576
6961.0,42458.0,wishlist,2026-03-27T18:16:09.838582
7343.0,39783.0,wishlist,2026-03-27T18:16:09.838588
7222.0,41239.0,wishlist,2026-03-27T18:16:09.838594
1768.0,66853.0,wishlist,2026-03-27T18:16:09.838599
1670.0,65443.0,view,2026-03-27T18:16:09.838604
2492.0,,purchase,2026-03-27T18:16:09.838618
9740.0,27979.0,wishlist,2026-03-27T18:16:09.838624
7957.0,49598.0,wishlist,2026-03-27T18:16:09.838630
9023.0,43263.0,wishlist,2026-03-27T18:16:09.838635
3380.0,46114.0,wishlist,2026-03-27T18:16:09.838643
3203.0,12059.0,purchase,2026-03-27T18:16:09.838649
5360.0,65983.0,purchase,2026-03-27T18:16:09.838656
1150.0,54757.0,view,2026-03-27T18:16:09.838661
7529.0,96659.0,wishlist,2026-03-27T18:16:09.838666
2418.0,81998.0,purchase,2026-03-27T18:16:09.838672
2483.0,56979.0,wishlist,2026-03-27T18:16:09.838678
,,,2026-03-27T18:16:09.838688
6311.0,67679.0,cart,2026-03-27T18:16:09.838694
5668.0,96211.0,cart,2026-03-27T18:16:09.838699
5556.0,57759.0,view,2026-03-27T18:16:09.838704
3724.0,85994.0,purchase,2026-03-27T18:16:09.838709
2357.0,26660.0,view,2026-03-27T18:16:09.838713
5611.0,52793.0,cart,2026-03-27T18:16:09.838718
3371.0,45939.0,cart,2026-03-27T18:16:09.838722
4638.0,83884.0,view,2026-03-27T18:16:09.838727
2206.0,63248.0,view,2026-03-27T18:16:09.838732
4135.0,56331.0,view,2026-03-27T18:16:09.838738
2810.0,69618.0,view,2026-03-27T18:16:09.838745
7854.0,85891.0,,2026-03-27T18:16:09.838753
4213.0,71976.0,purchase,2026-03-27T18:16:09.838758
2484.0,94262.0,wishlist,2026-03-27T18:16:09.838763
3201.0,47222.0,view,2026-03-27T18:16:09.838770
7611.0,93055.0,view,2026-03-27T18:16:09.838776
4935.0,28340.0,cart,2026-03-27T18:16:09.838785
4845.0,12512.0,view,2026-03-27T18:16:09.838791
5718.0,61996.0,wishlist,2026-03-27T18:16:09.838797
7006.0,17078.0,cart,2026-03-27T18:16:09.838804
,,purchase,2026-03-27T18:16:09.838812
7498.0,17909.0,purchase,2026-03-27T18:16:09.838817
6927.0,60649.0,view,2026-03-27T18:16:09.838824
3322.0,59136.0,wishlist,2026-03-27T18:16:09.838829
9868.0,88406.0,cart,2026-03-27T18:16:09.838834
,,purchase,2026-03-27T18:16:09.838841
5194.0,16198.0,cart,2026-03-27T18:16:09.838845
,,,2026-03-27T18:16:09.838852
4325.0,82183.0,view,2026-03-27T18:16:09.838857
2888.0,15184.0,purchase,2026-03-27T18:16:09.838862
8608.0,12320.0,cart,2026-03-27T18:16:09.838867
7376.0,81326.0,cart,2026-03-27T18:16:09.838873
,,,2026-03-27T18:16:09.838882
1164.0,67505.0,view,2026-03-27T18:16:09.838886
5420.0,40295.0,wishlist,2026-03-27T18:16:09.838893
8852.0,88460.0,cart,2026-03-27T18:16:09.838899
,76264.0,cart,2026-03-27T18:16:09.838907
3171.0,86734.0,purchase,2026-03-27T18:16:09.838913
9476.0,57675.0,purchase,2026-03-27T18:16:09.838918
,,,2026-03-27T18:16:09.838929
2807.0,78156.0,wishlist,2026-03-27T18:16:09.838935
5514.0,32949.0,wishlist,2026-03-27T18:16:09.838941
6768.0,96853.0,purchase,2026-03-27T18:16:09.838947
7082.0,65026.0,wishlist,2026-03-27T18:16:09.838953
6773.0,40535.0,view,2026-03-27T18:16:09.838959
5382.0,30392.0,wishlist,2026-03-27T18:16:09.838968
3714.0,10831.0,wishlist,2026-03-27T18:16:09.838974
5241.0,48525.0,wishlist,2026-03-27T18:16:09.838981
6439.0,50320.0,wishlist,2026-03-27T18:16:09.838985
9795.0,26707.0,cart,2026-03-27T18:16:09.838991
2523.0,34227.0,view,2026-03-27T18:16:09.838998
2432.0,18564.0,purchase,2026-03-27T18:16:09.839004
8571.0,34109.0,purchase,2026-03-27T18:16:09.839012
8232.0,89817.0,cart,2026-03-27T18:16:09.839018
9792.0,68894.0,purchase,2026-03-27T18:16:09.839024
7557.0,95710.0,view,2026-03-27T18:16:09.839030
7581.0,50062.0,view,2026-03-27T18:16:09.839036
1070.0,97345.0,wishlist,2026-03-27T18:16:09.839042
6221.0,58870.0,view,2026-03-27T18:16:09.839048
7247.0,26734.0,view,2026-03-27T18:16:09.839056
8357.0,14798.0,cart,2026-03-27T18:16:09.839061
1693.0,61534.0,view,2026-03-27T18:16:09.839067
5982.0,45237.0,view,2026-03-27T18:16:09.839073
2827.0,29570.0,wishlist,2026-03-27T18:16:09.839080
7702.0,88821.0,wishlist,2026-03-27T18:16:09.839086
5192.0,23258.0,view,2026-03-27T18:16:09.839092
5987.0,77199.0,purchase,2026-03-27T18:16:09.839099
8407.0,28213.0,cart,2026-03-27T18:16:09.839106
,,,2026-03-27T18:16:09.839117
1136.0,30773.0,purchase,2026-03-27T18:16:09.839122
8101.0,52966.0,view,2026-03-27T18:16:09.839127
5914.0,62136.0,view,2026-03-27T18:16:09.839132
3810.0,55197.0,wishlist,2026-03-27T18:16:09.839137
5190.0,,wishlist,2026-03-27T18:16:09.839145
2109.0,50588.0,cart,2026-03-27T18:16:09.839151
8809.0,26700.0,purchase,2026-03-27T18:16:09.839156
6871.0,18875.0,purchase,2026-03-27T18:16:09.839162
5673.0,35979.0,purchase,2026-03-27T18:16:09.839167
1209.0,53750.0,purchase,2026-03-27T18:16:09.839171
9760.0,12996.0,purchase,2026-03-27T18:16:09.839176
1229.0,48068.0,purchase,2026-03-27T18:16:09.839183
8690.0,16497.0,cart,2026-03-27T18:16:09.839188
5161.0,40224.0,purchase,2026-03-27T18:16:09.839193
4258.0,36085.0,view,2026-03-27T18:16:09.839198
2960.0,65547.0,purchase,2026-03-27T18:16:09.839205
8772.0,53673.0,cart,2026-03-27T18:16:09.839210
5159.0,26633.0,purchase,2026-03-27T18:16:09.839218
2502.0,31506.0,purchase,2026-03-27T18:16:09.839224
7734.0,34097.0,view,2026-03-27T18:16:09.839232
9802.0,86521.0,wishlist,2026-03-27T18:16:09.839236
4648.0,98607.0,purchase,2026-03-27T18:16:09.839242
1219.0,98753.0,wishlist,2026-03-27T18:16:09.839247
5113.0,54267.0,view,2026-03-27T18:16:09.839251
7720.0,19365.0,wishlist,2026-03-27T18:16:09.839257
2091.0,12148.0,view,2026-03-27T18:16:09.839264
9457.0,15232.0,view,2026-03-27T18:16:09.839269
9263.0,57646.0,view,2026-03-27T18:16:09.839277
4753.0,76055.0,purchase,2026-03-27T18:16:09.839283
8970.0,27614.0,cart,2026-03-27T18:16:09.839288
1127.0,55168.0,purchase,2026-03-27T18:16:09.839294
5988.0,97731.0,view,2026-03-27T18:16:09.839299
7155.0,81134.0,view,2026-03-27T18:16:09.839304
9101.0,34571.0,view,2026-03-27T18:16:09.839311
8792.0,64217.0,purchase,2026-03-27T18:16:09.839317
1841.0,25638.0,wishlist,2026-03-27T18:16:09.839323
1235.0,74336.0,purchase,2026-03-27T18:16:09.839328
5474.0,23096.0,cart,2026-03-27T18:16:09.839334
